path,top_level,size_bytes,lines
ARCHIVE/grok_playbooks/JG_Mart_PreLaunch_Checklist.txt,ARCHIVE,4551,56
ARCHIVE/grok_playbooks/08_JG_Mart_Partner_Guide_v1.2.txt,ARCHIVE,10792,180
ARCHIVE/grok_playbooks/JG_Mart_First_Launch_Day_Runbook.txt,ARCHIVE,4669,89
ARCHIVE/grok_playbooks/09_JG_Mart_CS_Scripts_v1.1.txt,ARCHIVE,9371,170
ARCHIVE/grok_website/jg_mart_website_index.html,ARCHIVE,30288,954
ARCHIVE/grok_website/03_Website_Live_Info.txt,ARCHIVE,856,25
ARCHIVE/grok_decks/JG_Mart_Pitch_Script.txt,ARCHIVE,911,22
ARCHIVE/grok_decks/JG_Mart_Executive_Summary.txt,ARCHIVE,1277,35
ARCHIVE/grok_xlsx/JG_Mart_Cash_Float_Log.txt,ARCHIVE,4034,57
data/exports/analytics_import.json,data,899,13
data/exports/finance_import.json,data,925,16
data/exports/settings_guide.txt,data,5218,107
data/exports/orders_import.json,data,826,11
data/exports/backup_all.json,data,1898,47
data/backups/BACKUP_VERIFIED.txt,data,825,17
data/backups/FINAL_SUMMARY.txt,data,11169,239
data/backups/BACKUP_MANIFEST.txt,data,11115,182
data/backups/FINAL_VERIFICATION.txt,data,3323,95
data/sample/test_data.json,data,1687,54
data/sample/sample_data.json,data,9176,76
scripts/generate_repo_index.py,scripts,1321,40
assets/images/p032.jpg,assets,35723,
assets/images/p021.jpg,assets,57504,
assets/images/p015.jpg,assets,48229,
assets/images/p062.jpg,assets,57504,
assets/images/p049.svg,assets,1448,17
assets/images/p003.jpg,assets,49186,
assets/images/p054.jpg,assets,21732,
assets/images/p030.svg,assets,1450,17
assets/images/p007.jpg,assets,52042,
assets/images/p031.svg,assets,1447,17
assets/images/p023.jpg,assets,57504,
assets/images/p043.svg,assets,1467,17
assets/images/p002.jpg,assets,49186,
assets/images/p028.svg,assets,1451,17
assets/images/p055.jpg,assets,21732,
assets/images/p029.svg,assets,1451,17
assets/images/fmcg.svg,assets,1951,24
assets/images/p019.jpg,assets,57504,
assets/images/p051.svg,assets,1473,17
assets/images/p053.jpg,assets,21732,
assets/images/p050.svg,assets,1444,17
assets/images/p026.svg,assets,1447,17
assets/images/p045.jpg,assets,10255,
assets/images/p005.jpg,assets,52042,
assets/images/dairy_eggs.svg,assets,1548,20
assets/images/p056.jpg,assets,21732,
assets/images/p017.jpg,assets,30182,
assets/images/beverages.svg,assets,1864,23
assets/images/p065.jpg,assets,21732,
assets/images/p044.svg,assets,1467,17
assets/images/p064.jpg,assets,48229,
assets/images/p020.jpg,assets,57504,
assets/images/p063.jpg,assets,57504,
assets/images/p006.jpg,assets,52042,
assets/images/rice_dal.svg,assets,1414,17
assets/images/p052.svg,assets,1467,17
assets/images/p058.jpg,assets,58607,
assets/images/snacks.svg,assets,1695,21
assets/images/vegetables.svg,assets,1526,20
assets/images/p008.jpg,assets,22555,
assets/images/p059.jpg,assets,58607,
assets/images/p025.jpg,assets,57504,
assets/images/p041.jpg,assets,19100,
assets/images/p014.jpg,assets,48229,
assets/images/p040.jpg,assets,19100,
assets/images/p047.svg,assets,1449,17
assets/images/p004.jpg,assets,49186,
assets/images/p018.jpg,assets,42097,
assets/images/p046.jpg,assets,10255,
assets/images/p010.jpg,assets,22555,
assets/images/fish.svg,assets,1800,22
assets/images/p038.jpg,assets,19100,
assets/images/oil_spices.svg,assets,1734,22
assets/images/p036.jpg,assets,49682,
assets/images/p035.jpg,assets,49682,
assets/images/p048.svg,assets,1449,17
assets/images/p057.jpg,assets,58607,
assets/images/p001.jpg,assets,49186,
assets/images/placeholder.svg,assets,911,12
assets/images/p039.jpg,assets,19100,
assets/images/p061.jpg,assets,58607,
assets/images/fruits.svg,assets,1777,22
assets/images/p012.jpg,assets,48229,
assets/images/p016.jpg,assets,30182,
assets/images/p060.jpg,assets,58607,
assets/images/p037.svg,assets,1451,17
assets/images/p024.jpg,assets,57504,
assets/images/p034.jpg,assets,49682,
assets/images/p027.svg,assets,1449,17
assets/images/meat.svg,assets,1563,18
assets/images/p033.jpg,assets,35723,
assets/images/p013.jpg,assets,48229,
assets/images/p042.jpg,assets,19100,
assets/images/p022.jpg,assets,57504,
assets/images/p009.jpg,assets,22555,
assets/images/p011.jpg,assets,48229,
assets/brand/BRAND_GUIDELINES.txt,assets,14465,350
assets/brand/logo.svg,assets,1306,20
assets/brand/LOGO_VARIATIONS_GUIDE.txt,assets,10373,261
assets/brand/logo_icon.svg,assets,1375,25
assets/documents/08_Financials_PROJECTION_6MONTH.csv,assets,1309,26
assets/documents/08_Financials_BREAK_EVEN_ANALYSIS.csv,assets,872,17
assets/documents/08_Financials_PROFIT_LOSS_STATEMENT.csv,assets,6597,45
assets/documents/08_Financials_RUNWAY_CALCULATOR.csv,assets,583,17
assets/documents/08_Financials_ENHANCED_FINANCIAL_TRACKER.csv,assets,2231,21
assets/documents/08_Financials_USE_OF_FUNDS.csv,assets,1026,25
assets/documents/08_Financials_UNIT_ECONOMICS_CALCULATOR.csv,assets,8794,52
src/templates/legal/FOOD_SAFETY_POLICY.txt,src,23087,507
src/templates/legal/CUSTOMER_TERMS_OF_SERVICE.txt,src,20030,450
src/templates/legal/PARTNER_AGREEMENT.txt,src,32162,655
src/templates/legal/PRIVACY_POLICY.txt,src,16289,349
src/templates/legal/RECEIPT_TEMPLATE.txt,src,5195,110
src/templates/marketing/FLYER_DESIGN_SPEC.txt,src,11476,274
src/templates/marketing/JG_Mart_Customer_First_Order_Kit.txt,src,4643,81
src/templates/marketing/WHATSAPP_BROADCAST_TEMPLATES.txt,src,12041,360
src/templates/marketing/landing.html,src,10327,131
src/templates/marketing/REFERRAL_PROGRAM_GUIDE.txt,src,17712,439
src/templates/marketing/LAUNCH_ANNOUNCEMENT_COPY.txt,src,9605,214
src/templates/marketing/WHATSAPP_BATTLE_CARDS.txt,src,27168,285
src/templates/marketing/SOCIAL_MEDIA_CALENDAR.txt,src,24289,533
src/templates/operations/PARTNER_CARD_AND_ORDER_LOG.txt,src,8437,95
src/templates/operations/PRODUCT_PRICING.csv,src,8370,83
src/templates/operations/REFERRAL_TRACKER.csv,src,3049,16
src/templates/operations/supplier_scorecard.html,src,28621,609
src/templates/operations/SUPPLIER_DATABASE.csv,src,2996,11
src/templates/operations/SUPPLIER_AGREEMENT_QUICK.txt,src,4628,82
src/templates/operations/CUSTOMER_DATABASE.csv,src,3776,26
src/templates/operations/GOOGLE_SHEETS_IMPORT.txt,src,4153,55
src/templates/operations/RIDER_DAILY_LOG.txt,src,7912,87
src/templates/operations/DAILY_PRICE_CHECKLIST.txt,src,6461,103
src/scripts/launch_outputs/Day1_Checklist_20260728_053043.txt,src,4009,52
src/scripts/launch_outputs/Day5_Checklist_20260728_065707.txt,src,3910,52
src/scripts/launch_outputs/Partner_Outreach_5_20260728_053043.txt,src,4618,137
src/scripts/launch_outputs/Daily_Report_Day5_20260728_065707.txt,src,5824,58
src/scripts/launch_outputs/WhatsApp_Quick_Replies_20260728_053043.txt,src,7661,189
src/scripts/launch_outputs/Daily_Report_Day1_20260728_053043.txt,src,5824,58
src/scripts/launch_outputs/WhatsApp_Quick_Replies_20260728_065707.txt,src,7661,189
src/scripts/launch_outputs/Partner_Outreach_3_20260728_065707.txt,src,3061,85
src/scripts/automation/cache_images.py,src,9261,237
src/scripts/automation/drive_sync.py,src,9395,267
src/scripts/automation/daily_whatsapp_summary.py,src,15769,377
src/scripts/automation/add_image_urls.py,src,1019,30
src/scripts/automation/daily_summary.py,src,31862,738
src/scripts/automation/generate_placeholders.py,src,15500,396
src/scripts/automation/sync_bridge.py,src,23871,613
src/scripts/automation/launch_automation.py,src,24971,418
src/scripts/automation/auto_deploy.py,src,6011,216
src/web/auth.js,src,10059,353
src/web/supabase/schema.sql,src,14915,462
src/web/supabase/client.js,src,7128,305
src/web/supabase/seed.sql,src,4066,58
src/web/supabase/config.js,src,2038,54
src/web/catalog/README.txt,src,4635,133
src/web/catalog/sw.js,src,895,33
src/web/catalog/404.html,src,1548,35
src/web/catalog/netlify.toml,src,191,12
src/web/catalog/vercel.json,src,703,21
src/web/catalog/sitemap.xml,src,1078,39
src/web/catalog/menu.html,src,10218,129
src/web/catalog/zone.html,src,21077,400
src/web/catalog/admin.html,src,26516,485
src/web/catalog/myorders.html,src,17033,399
src/web/catalog/order_intake.html,src,39372,878
src/web/catalog/manifest.json,src,471,13
src/web/catalog/catalog_data.json,src,46915,1294
src/web/catalog/db.js,src,5259,197
src/web/catalog/robots.txt,src,243,11
src/web/catalog/seo_meta.txt,src,6551,138
src/web/catalog/DEPLOY_README.txt,src,6825,105
src/web/catalog/LINK_AUDIT.txt,src,14228,262
src/web/catalog/landing.html,src,25684,373
src/web/catalog/jsonld-snippets.html,src,4249,145
src/web/catalog/manifest.html,src,5654,127
src/web/catalog/healthcheck.html,src,11378,267
src/web/catalog/nav_template.html,src,4373,66
src/web/catalog/track.html,src,12687,249
src/web/catalog/index.html,src,43196,591
src/web/catalog/_redirects,src,17,1
src/web/dashboard/README.txt,src,4191,121
src/web/dashboard/netlify.toml,src,191,12
src/web/dashboard/vercel.json,src,273,12
src/web/dashboard/backup.html,src,35447,1089
src/web/dashboard/finance.html,src,11816,244
src/web/dashboard/dailypnl.html,src,35964,1069
src/web/dashboard/analytics.html,src,19658,392
src/web/dashboard/orders.html,src,26656,603
src/web/dashboard/commlog.html,src,25164,636
src/web/dashboard/feedback.html,src,26533,617
src/web/dashboard/auth.js,src,2620,79
src/web/dashboard/index.html,src,13852,324
src/web/admin-new/index.html,src,33902,965
src/web/app/sw.js,src,10242,272
src/web/app/offline.html,src,3839,133
src/web/app/health.html,src,30275,590
src/web/app/field_ops.html,src,20025,460
src/web/app/manifest.json,src,687,27
src/web/app/tour.html,src,11993,260
src/web/app/email_backup.html,src,23003,793
src/web/app/start.html,src,18342,359
src/web/app/demo.html,src,11395,135
src/web/app/theme.css,src,10059,341
src/web/app/map.html,src,16192,281
src/web/app/index.html,src,19705,258
src/web/app/ops.html,src,12487,168
src/web/app/data.html,src,16375,363
src/web/app/os.html,src,41400,785
tests/validate_toolkit.py,tests,44932,1077
